Word,Count
self,2
Integrate,2
(*manip)(std::ostream&)),2
else,2
center,2
location,2
\blaine.reiner@digipen.edu,\,2
Return,2
auto,2
radius,2
stability,2
\glm::vec3(0.0f,\,2
\spaces,\,2
inteface,2
cache,2
result,2
make,2
override,2
eventObj),2
initializing,2
What,2
keys,2
FMOD::System*,2
Grabs,2
DRIVEN,2
Right,2
FORWARD-DECLARATIONS,2
'RigidBody',2
logical,2
Shader,2
std::cout,2
Only,2
Resource:,2
http://www.codeproject.com/Articles/7150/Member-Function-Pointers-and-the-Fastest-Possible,2
\events,\,2
GraphicsGL,2
allows,2
target,2
GLSL,2
x,2
length,2
between,2
case,2
ASSERT,2
implemented,2
they're,2
reserve,2
\window,\,2
************************************************************,2
footstep,2
enumerated,2
corresponding,2
floats,2
window's,2
checks,2
blending,2
applied,2
_logicalSpace,2
manip),2
trigger,2
reading,2
successfully,2
takes,2
\entityObj,\,2
\implementation,\,2
GraphicsGL.cpp,2
wrap,2
colliding,2
_system;,2
'GraphicsSpace',2
operator<<(std::ostream&,2
requires,2
IS,2
collisions,2
me,2
OnUpdateEvent(Event&,2
Specify,2
within,2
ComponentFnPtr,2
tell,2
C++,2
any),2
delegate's,2
thanks,2
looking,2
\found,\,2
Wall.txt,2
stream),2
physical,2
simplify,2
determine,2
};,2
modern,2
WindowHandler;,2
Alias,2
ready,2
unique,2
Content.h,2
\OpenGL,\,2
Name,2
Calls,2
archetyped,2
Then,2
play,2
http://codereview.stackexchange.com/questions/14730/impossibly-fast-delegate-in-c11,2
GOCreator,2
cam.GetProjectionMatrix(),2
don't,2
(This,2
button,2
THe,2
maps,2
exception,2
typedef,2
Gets,2
Stops,2
debug,2
\mentors,\,2
meet,2
Called,2
due,2
//Trace&,2
points,2
iterators,2
CONTAINERS,2
there's,2
clears,2
alpha,2
doubly-linked,2
Shu,2
wraps,2
left,2
\Reiner,\,2
store,2
inexperienced,2
\system_->getDriverInfo(0,\,2
Mesh,2
Pass,2
[VARIABLES],2
am,2
measure,2
attached,2
TEMPORARY:,2
DRAW,2
GETSYSTEM,2
COLLISION,2
change,2
functionality,2
decompressing,2
128,2
http://gamedevelopment.tutsplus.com/tutorials/the-action-list-data-structure-good-for-ui-ai-animations-and-more--gamedev-9264,2
WindowGLFW.h,2
already,2
members,2
\project,\,2
@return,2
Component*,2
go,2
stop,2
made,2
Handler,2
custom,2
requirements,2
TEXT,2
everything,2
In,2
VBO,2
\Thus,\,2
dimensions,2
\disk,\,2
recursively,2
define,2
INPUT,2
manages,2
lot,2
place,2
DATA,2
Everytime,2
DefaultSpace,2
///////////////////////////////////////,2
top,2
primitives,2
Enable,2
variables,2
CASE,2
\method,\,2
got,2
Tell,2
(if,2
physis,2
owner's,2
references,2
Wrapping,2
wants,2
invalidated,2
std::string&,2
Plays,2
arguments,2
\Break"\\,2
draws,2
registering,2
Need,2
managing,2
..,2
Getters,2
creating,2
bitmap,2
public:,2
modified,2
force,2
performance,2
\viewport,\,2
(texture),2
THIS,2
sequential,2
8/6/2015,2
type),2
GameSession's,2
(!!!),2
0;,2
[FUNCTIONS],2
together,2
failed,2
Resources,2
///////////////,2
help,2
Orthographic,2
handle,2
right,2
this.InteractRadius,2
\close,\,2
Relative,2
'CameraViewport',2
Audio,2
//},2
until,2
generate,2
finally,2
Finds,2
processing,2
0.0f);,2
\level,\,2
Generates,2
among,2
OBJECTS,2
Log:,2
triggered,2
point,2
implementations:,2
management,2
numerical,2
currently,2
operationResult,2
third,2
linked,2
\not,\,2
http://allenchou.net/2012/04/easy-c-delegates/,2
Configure,2
\Event,\,2
\"\Drawing\,1
reated,1
(Delegate::*functionPtr)(DCEngine::Event*,1
PRETTY,1
Variables,1
(font),1
InputSFML,1
destroy,1
CreateShip,1
@par,1
drive,1
find,1
would,1
format,1
fire,1
value(s),1
Fragment:,1
Dt:,1
objectType,1
static_cast<void(Component::*)(Event*)>(fn);,1
std::shared_ptr<Object>;,1
off,1
Freetype,1
volume,1
Coords,1
AudioFMOD,1
'Freetype',1
easiest,1
allocate,1
times,1
form,1
object:,1
prgress,1
restriction,1
scenes,1
WindowObj,1
Entity.cpp,1
iterations,1
System.h,1
std::pair<const,1
gameObj.Name(),1
Vertex:,1
INFORMATIONTO,1
TrueType,1
Audio.h,1
Engine.h,1
ex:,1
8/2/2015,1
TYPE,1
archetypes),1
(text),1
arithmetic,1
(componentPtr->*funcPtr)(eventObj);,1
\"\WindowGLFW::StartFrame\,1
\box,\,1
parameter:,1
Pair(collider),1
\frame,\,1
MouseDown.h,1
_owner;,1
Objects,1
term,1
Debug.cpp,1
Characters,1
<,1
Integration:,1
content's,1
\String("\collision.wav"\));\,1
states,1
(with,1
key_callback,1
\sf::Style::Default,\,1
\"\Name"\/"\FileName"\\,1
sure,1
problem,1
\'SpriteText',\,1
Offset,1
accessed,1
sprite's,1
funcPtr,1
included,1
private:,1
\"\TimeSpace::OnLogicUpdate\,1
original,1
(like,1
'SpriteText',1
&speakermode);,1
pops,1
EnumeratedComponent,1
window;,1
Yaw,1
GLShader.h,1
Create(GenericComponent*,1
http://codereview.stackexchange.com/questions/48344/yet-another-any-class-implementation-named-some,1
extra,1
alongside,1
automatically,1
\_height),\,1
flip?,1
us,1
layout,1
Entities,1
Terminate,1
3.141592f,1
images,1
depends,1
\shader,\,1
user,1
Retrieve,1
First..,1
ShipCreator()_,1
prototype,1
DLL,1
AudioFMOD.h,1
\FMOD,\,1
GLM,1
Move,1
refactor,1
classically,1
begin,1
\action,\,1
Zoom,1
show,1
\draw,\,1
Otherwise,1
\"\WindowGLFW::Update\,1
viewport,1
PositionOrigin,1
resolve,1
origin,1
\"\FMODSystemPtr\,1
funcPtr;,1
void_cast<GenericComponent*>(componentPtr);,1
iterator,1
particles,1
At,1
away,1
scaling,1
greater,1
mode),1
windows,1
kind,1
square,1
(Soon-to-be,1
filter,1
Delegate;,1
signals,1
this),1
typeid(DrawLine)),1
settings);,1
boxes,1
'Rigidbody',1
lib),1
transformations,1
outputFile);,1
(i.e,1
DrawLine,1
Connir,1
passes,1
ObjectFactory::BuildObject(string&,1
\SphereSphere,\,1
accepted,1
GameSession.h,1
SpriteText;,1
component..,1
proper,1
(?),1
<list>,1
\exited,\,1
DrawDebug,1
living,1
Description,1
projection/view,1
bufferred,1
transform->Rotation);,1
EventType);,1
Factory,1
FMOD::System_Create(&_system.ptr);,1
320,1
MACROS,1
Signals,1
\insertion,\,1
\ClearColor.g,\,1
invalid,1
communicate,1
Component;,1
third:,1
Disable,1
cards,1
//(this->*caller_)(eventObj);,1
S,1
shouuld,1
(0,1
\Constructor\n"\;\,1
std::mem_fn,1
Draw(Shader,1
\"\Levels\,1
collection,1
Handle,1
vitual,1
hold,1
declaration,1
decides,1
goes,1
glm::value_ptr,1
FreeType,1
CollisionEvents.h,1
#1:,1
etc),1
\"\bigship.png"\\,1
Action.h,1
core-profile,1
(Delegate::*caller_)(DCEngine::Event*,1
taking,1
generates,1
GL_TEXTURE_2D,1
ProjectSetup,1
DEPRECATED:,1
mass,1
now),1
non-default,1
Wrapper,1
never,1
far,1
9/30/2015,1
\map"\\,1
Pipeline,1
searching,1
\"\new"\\,1
(scripts):,1
\SoundCue(String("\CollisionSound"\),\,1
makes,1
cleans/deletes,1
\(blueprint,\,1
CollisionEvents,1
Texture2D.h,1
Draw,1
multisampling,1
Rehashing,1
Daisy->Connect<::DCEngine::Event>(,1
Keyboard::OnKeyPressedEvent);,1
\set,\,1
<typeindex>,1
Templates,1
Broadphase:,1
\entirety,\,1
gameObjects,1
binary,1
Open,1
loads,1
manage,1
Stop,1
Opens,1
9/22/2015,1
DetectContacts(dt);,1
methods),1
window),1
<functional>,1
this.SphereOrigin,1
'Space',1
\guy,\,1
has:,1
PROBLEMS,1
Engine.cpp,1
\GLFW,\,1
events),1
manip(*this);,1
index,1
font's,1
data-driven,1
enum,1
Keyboard,1
\scancode,\,1
Link,1
longer,1
Determine,1
\streamread(stream,\,1
utility,1
componentPtr;,1
CoutType,1
\enum,\,1
Casts,1
var,1
36,1
templatized,1
'Sprite',1
\"\view"\\,1
pair,1
Temporarily,1
T,1
something;,1
\example,\,1
clear,1
\,\,1
!!,1
stream;,1
configuration,1
speakermode;,1
PHYSICS->MaxVelocitySq,1
On,1
T>),1
deprecated),1
IT,1
IF,1
\GobjectFactory->AddCreator("\Ship"\,\,1
scale,1
glfwCreateWindow,1
\Visible,\,1
al,1
\Events::KeyPressed,\,1
CASTED,1
angles,1
lists,1
\"\::Constructor\,1
(*it).second,1
\Component,\,1
EndPos,1
unfirom,1
Update(dt),1
containing,1
checking,1
\"\GameSession"\\,1
helps,1
obj1->Name(),1
(TRACE_ON),1
Expansion,1
Loading,1
leak,1
std::bind,1
thus,1
setting:,1
Movement,1
\often,\,1
LOOKS,1
XML,1
\sprite,\,1
(updated),1
setVSync,1
-320,1
\Characters.insert(std::pair<GLchar,\,1
(such,1
\Points(2),\,1
\rotation,\,1
@file,1
\_caption,\,1
Template,1
?,1
BREAKS,1
CoutType&,1
Changes,1
'PhysisSpace',1
\Create,\,1
Allow,1
'ENGINE',1
Destroys,1
PenetrationDistance,1
(strings,1
10),1
'GameSession',1
Perspective,1
Physics.h,1
eventClass,1
Ensures,1
Attributes,1
\Size.y,\,1
\files,\,1
gameplay,1
Forward:,1
Class,1
processed,1
Example,1
\key,\,1
Observing,1
definitions,1
sixthL,1
Remves,1
(sets,1
drivne,1
Output(Manifold),1
mode);,1
JAM,1
DelegateFnPtr,1
signature,1
tree,1
Keyboard.h,1
SoundSpace,1
assets,1
(via,1
BigGuy.bin,1
_owner,1
Passes,1
(not,1
std::shared_ptr<Object>,1
moment,1
tested),1
zilch,1
integration,1
space_->getComponent<SoundSpace>()->,1
require,1
Tilley,1
KEYBOARD,1
legacy,1
TESTING:,1
\std::pair,\,1
Displays,1
\SpriteSources,\,1
<int,1
\"\http://learnopengl.com/#!Getting-started/Camera"\\,1
throw:,1
affected,1
know,1
struct's,1
fourth:,1
\"\http://www.sfml-dev.org/tutorials/2.3/window-window.php"\\,1
ARCHETYPES,1
\Color,\,1
http://en.cppreference.com/w/cpp/container/unordered_map/emplace,1
degrees,1
FMOD::System_Create(&system_);,1
Bind,1
Exposes,1
red,1
Deserializes,1
\Temporary,\,1
destructors,1
mix,1
\4.5,\,1
trying,1
Event,1
\effect,\,1
AM,1
-1.0f);,1
\(Entity*)(EntityObj),\,1
camera.GetViewMatrix())[3][2],1
FACTORY,1
std::list<Delegate*>,1
Settings,1
pointers..,1
Rectangle,1
Data:,1
overriding,1
'Collider',1
names,1
sf::Mouse::Left),1
cam.GetViewMatrix();,1
wait,1
\CALLED,\,1
WindowGLFW,1
DIRECTLY,1
Map,1
(in,1
\"\..\..\..\Dependencies\include\FMOD\fmod.hpp"\\,1
AABB,1
\glClearColor(ClearColor.r,\,1
means,1
//var,1
Outsource,1
allowing,1
BoxBox,1
PhysicSpaces.h,1
TimeSpace(Entity&,1
we'll,1
assigned,1
GameLogic::RegisterObjects(),1
(*TraceManip)(Trace&);,1
commonly,1
texture/,1
this.Owner.Transform.WorldTranslation;,1
refer,1
NULL;,1
outo,1
cam.GetViewMatrix(),1
0%,1
simplest,1
Zilch,1
window/input,1
second:,1
4.5,1
Levels,1
(Or,1
Perspective),1
Events::LogicUpdate*,1
\"\::Load\,1
_mask;,1
Pause,1
9/27/2015,1
whatever,1
cursoes,1
operation),1
BE,1
SPRITE,1
(Temporary,1
EXPLAIN,1
LookAt,1
Main.cpp,1
alive,1
Contains,1
\"\Speed"\>100</int>\,1
ErrorCheck(operationResult);,1
rehashing,1
outputFile),1
(event.key.code,1
OpenGL's,1
Deserialize(Entity*,1
initialize..,1
repeat,1
instnace,1
just,1
definition,1
\Input(Pairs),\,1
howl,1
Behind,1
Window.cpp,1
buffers,1
drawdebug,1
WindowGLFW.cpp,1
appropiately,1
std::unique_ptr<Engine>,1
Available,1
TOGETHER,1
Removes,1
+,1
WindowSFML,1
CurrentChannel;,1
\BitfieldComponent::TimeSpace,\,1
(A,1
F->V->P,1
destructor,1
Armor,1
ClearColor.a);,1
Gamestate.cpp,1
(byte),1
TO,1
'trace',1
\data,\,1
Releases,1
Contacts.Reset();,1
Dollhouse,1
Deleted,1
quickly,1
Event;,1
in-place,1
\SpriteShader->SetInteger("\image"\,\,1
Guy,1
Entity-derived,1
manifolds,1
SIMPLE,1
Reference,1
long,1
&),1
\std::basic_ostream<char,\,1
\glm::rotate(modelMatrix,\,1
\180.0f,\,1
presses,1
refresh,1
engines,1
@author,1
organizes,1
PHYSICS->MaxVelocity,1
Space.h,1
hierarchy,1
looked,1
deal,1
Spritefile,1
Function,1
Red,1
judgment,1
\//JDebug("\World\,1
offset,1
Used,1
_logicalSpace:,1
stencil,1
scripts,1
Foward-declarations,1
debugging,1
sprite:,1
\Character>(c,\,1
\velocity,\,1
include:,1
'Input',1
Whatever,1
-90.0f;,1
\DrawSpriteText(*spriteText,\,1
ew,1
pixels),1
Local,1
GamestateType,1
Inserts,1
Ou,1
system..,1
best,1
Archetype,1
\QuadVAO,\,1
including,1
calculates,1
argument,1
fifth:,1
\next,\,1
thing,1
args,1
FMOD_SPEAKERMODE,1
*camera);,1
Gamestate.h,1
Delegate(void),1
variety,1
Clipping,1
Terminate?,1
\Connect(this,\,1
<SFML\Graphics.hpp>,1
**need,1
flip,1
\"\Updatelol"\;\,1
Window.h,1
TEMP:,1
metrics),1
Camera.h,1
Mode,1
requries,1
GraphicsSpace.h,1
9/12/2015,1
9/15/2015,1
cursors,1
derived,1
#pragma,1
Pointer,1
??,1
_type;,1
individually?),1
\<EventClass,\,1
monitor's,1
std::unique_ptr<DCEngine::Systems::WindowSFML>,1
(*StandardEndline)(CoutType&);,1
InputGLFW.h,1
\"\static\,1
share,1
sf::Window,1
Rotation,1
libraries,1
levels,1
manip,1
least,1
ActionList.h,1
(Hot,1
left/top,1
CameraViewport.h,1
helpful,1
Fragment,1
detect,1
Graphics.h,1
\"\Archetype"\/"\FileName"\\,1
objet,1
IDs,1
GenericComponent>,1
As,1
Roll,1
exists,1
playback,1
receiving,1
(std::type_index(typeid(debugDrawObj)),1
reject,1
DebugDrawObject,1
\objects,\,1
\"\Archetypes"\\,1
\class"\??\,1
deprecated,1
mesh,1
package,1
specifier,1
lets,1
local,1
Callback,1
supplied,1
recalculate,1
NULL),1
<Object>,1
System.cpp,1
Object(),1
broadcast,1
process,1
timer,1
\program,\,1
enum),1
streamline,1
Clamp,1
\"\..\..\..\Dependencies\include\JSONCPP\json.h"\\,1
defaults,1
implementation:,1
Data,1
Camera.txt,1
operator<<(StandardEndline,1
something,1
EntityObj,1
n-list,1
extern,1
Declarations,1
private,1
good,1
frequency,1
combine,1
Narrowphase:,1
(Orthographic,1
Sometimes,1
Note:,1
\Connect(EntityObj,\,1
\"\image"\\,1
sytems,1
\"\..\..\Core\Engine\Engine.h"\\,1
events.,1
\Size.x,\,1
immediately,1
happening,1
actual,1
\emplace,\,1
card,1
\VOLPER,\,1
collided,1
(which,1
\name,\,1
header,1
graphics/GUI,1
stream.IsGood()),1
range,1
(componentPtr,1
FieldOfView,1
archetype/object,1
CameraMatrix,1
PositionOrigin;,1
Built-in,1
who,1
gravity,1
info,1
equivalent,1
//this.SphereOrigin,1
But,1
Handles,1
\GLEW,\,1
endl(Trace&,1
)is,1
Replaced,1
max,1
Activates,1
Swaps,1
shuts,1
wrapper,1
subscribes,1
Serialize(Entity*,1
Component-based,1
\perspective,\,1
Event.h,1
rigidbody,1
represent,1
power,1
provide,1
\Input(Manifolds),\,1
delta,1
\"\Assets"\\,1
<JSONCPP\json.h>,1
bounding,1
phases,1
MaskComponente,1
Subscribes,1
Gray,1
interactions,1
Collision,1
unified,1
Update(),1
default:,1
deleg.Call<eventTypeID>(eventObj);,1
character));,1
Binds,1
\'DebugDrawObject',\,1
piece,1
explicitly,1
won't,1
CreatorMap[type]->Create();,1
gameojects,1
Transform_->Translation.x,1
fourth,1
),1
\attributes,\,1
attribute,1
bigship.png,1
entry,1
\SerializerJSONCPP::Serialize(entityObj,\,1
quite,1
ZilchComponent.h,1
Car,1
sf::Window*,1
complete,1
\sounds,\,1
Uniform,1
ReadFloat(float&);,1
FILE,1
WindowObj.reset(WindowHandler->GetWindow());,1
Contacts.ResolveContacts(dt);,1
\Connect(space_,\,1
SHOULD,1
example,1
\(0,0)\,1
\pressed,\,1
includes,1
EventClass,1
shared_ptr,1
\Next,\,1
lookup,1
generated,1
repeatedly,1
\std::mem_fn(&Function),\,1
\"\http://stackoverflow.com/questions/27680981/using-c11-smart-pointers-as-c-function-arguments"\\,1
component's,1
\ClearColor.b,\,1
large,1
\cards,\,1
SORRY,1
\"\http://learnopengl.com/#!In-Practice/Text-Rendering"\\,1
positions?,1
resides,1
Holds,1
\"\http://learnopengl.com/#!Model-Loading/Mesh"\\,1
soft,1
EVENT,1
ALIASES,1
EntityPtr,1
outside,1
\"\SoundSpace::OnLogicUpdate\,1
Transform_->Translation.y,1
\levels,\,1
Careful,1
PHYSICS,1
\BoxSphere,\,1
Create();,1
movement,1
Derived,1
component;,1
Matrix;,1
\this,\,1
\resolution,\,1
LEVELS,1
byte-alignment,1
it->second,1
std::type_index(typeid(EventClass));,1
Texture2D,1
\created,\,1
T_T,1
Camera's,1
determines,1
disable,1
HP,1
\hashmaps,\,1
frm,1
highest,1
CollisionCue,1
lower,1
configure,1
prev,1
those,1
ifstream,1
stuff?,1
\function,\,1
1/64,1
Angles,1
deciding,1
getResource();,1
character's,1
\GenericComponent,\,1
unnecessary,1
transformmed,1
\entities,\,1
setting,1
interface..,1
Perhaps,1
max_load_factor()*bucket_count(),1
CompCreators[componentName]->Create(),1
others,1
Input.h,1
core,1
this.Owner.Orientation.WorldForward;,1
Destroy,1
ADD,1
sense,1
\position,\,1
Since,1
camera),1
\far,\,1
spriteText,1
listen,1
\character,\,1
serializer,1
\eventclass,\,1
Send,1
DEBUG,1
\call,\,1
FRAME,1
another,1
eventprocessing,1
initial,1
hardware,1
State-setting,1
ReadString(String&);,1
dt,1
(Impulse,1
filestreams,1
everywhere,1
\"\HP"\>100</int>\,1
_window->setFramerateLimit(60);,1
world,1
(Events::LogicUpdate*)updateEvent;,1
modelMatrix,1
etc,1
\Events::LogicUpdate,\,1
for_each,1
name;,1
shouldn't,1
handled,1
stopping,1
serializes,1
camera.GetViewMatrix())[3][3],1
options,1
tracked,1
\100,\,1
components),1
\"\WindowGLFW.h"\\,1
smart,1
configures,1
UpdateUniforms,1
(comp->*(reinterpret_cast<ComponentFnPtr>(functionPtr)))(eventObj);,1
\update,\,1
destroyed,1
than,1
Run,1
(error,1
instances,1
References,1
dt);,1
\sources,\,1
_camera;,1
sending,1
Speed:,1
\itself,\,1
avoiding,1
\exist,\,1
WindowHandler->GetWindow();,1
View,1
Ofset,1
\textures,\,1
MANAGEMENT,1
FMOD_OK);,1
search,1
std::forward<Args>(args)...,1
BMW,1
build,1
_window;,1
\`lookDir`"\);\,1
knows,1
void(Component::*)(DCEngine::Event*);,1
could,1
3D,1
GRAPHICS,1
Closes,1
driven,1
renderer,1
etc..,1
Rigidbody,1
filestream,1
\quad,\,1
old,1
delete;,1
\systems,\,1
Factory.h,1
solver):,1
allocated,1
Close,1
Fatal:,1
translates,1
attacheing,1
c,1
\input,\,1
drag,1
alias,1
\Component(EnumeratedComponent::TimeSpace,\,1
becomes,1
