Word,Count
GLM_FUNC_QUALIFIER,75
see,75
render,75
response,75
calling,74
them,74
binary,74
quaternion,74
memory,73
\class,73
Floating-point,73
arguments,72
@remarks,72
Where,72
Unicode,72
last,72
--------------------,72
created,72
written,71
state,70
Updated,70
rotation,69
available,69
API,69
..,69
argument,69
@param[out],69
2011-06-15,69
load,68
-------------------,68
Set,68
relative,68
like,67
width,67
up,67
requested,66
==,66
Dependency:,66
query,66
functionalities,65
UTF-8,65
),65
GCC,64
fix,64
<,64
high,64
variables,64
----------------------------,64
comparison,64
height,63
also,63
Unary,63
directly,63
received,63
<typename,62
full,62
low,62
gtc_type_ptr,62
close,62
Access,61
had,61
create,61
encoded,61
medium,61
specific,61
custom,61
corner,61
4.1.5,60
Vectors</a>,60
Member,60
pressed,60
request,60
conversion,60
synchronized,60
remove,60
part,60
already,60
angle,59
channel,59
their,59
most,59
server,59
Usage,58
UTF-32,58
offset,58
such,58
even,58
GLM_GTX_compatibility,58
New,58
native,57
always,57
desired,57
gtc_quaternion,57
Construct,57
check,57
parameters,57
done,57
GLSL,57
under,56
significant,56
typename,56
=>,56
keys,56
per,56
static,56
gtx,56
License,56
draw,56
Creates,56
File,56
Y,55
font,55
header,55
define,55
implementation,55
both,55
(,54
Number,54
example:,54
bool,54
rendering,54
points,54
See,54
don't,54
text,53
where,53
second,53
We,53
||,53
MIT,53
Single-precision,53
Create,53
Licence,52
4x4,52
example,52
\y,\,52
focus,52
Created,52
they,52
what,52
gtx_simd_vec4,52
playing,52
Check,51
cbfun,51
constant,51
3:__,51
\detail::tvec3<T,\,51
provides,51
loading,51
__GLFW,51
means,51
Reference,50
2011-06-07,50
2x2,50
order,50
Conversion,50
packet,50
floating,50
common,50
To,50
allows,49
Convert,49
scale,49
v),49
\size,\,49
int,49
gamma,49
v,49
framebuffer,49
3.1,48
down,48
typedef,48
calls,48
[initialized](@ref,48
it's,48
intro_init),48
3x3,48
ramp,48
undefined,47
states,47
display,47
equal,47
locale,47
RGB,47
factor,47
just,47
global,46
own,46
contents,46
block,46
\1,\,46
user,46
change,45
convert,45
uses,45
\detail::tvec4<T,\,45
while,45
internal,45
2D,45
derived,45
History,45
access,45
ES,45
corresponding,44
struct,44
empty,44
\date,44
previous,44
z,44
classes,44
invalid,44
\file,44
Sagel,44
useful,44
\author,44
email:,44
next,44
\par,44
c.sagel\@digipen.edu,44
////////////////////////////////////////////////////////////,44
Christian,44
local,43
begin,43
representation,43
alpha,43
vectors,43
pass,43
released,43
different,43
\pixels,\,43
needs,43
component-wise,43
Time,43
32-bit,42
converted,42
reference,42
cannot,42
upper-left,42
interpolation,42
defines,42
Lifetime,42
explicit,42
standard,42
2013-12-24,42
connected,42
either,41
16-bit,41
application,41
frame,41
sprite,41
3D,41
send,41
generate,41
\position,\,41
less,41
directory,41
about,41
#define,41
\[0,\,40
------------------,40
On,40
results,40
because,40
conversions,40
terminated,40
variable,39
attribute,39
instead,39
OS,39
multiple,39
format,39
count,39
top,39
degrees,38
information,38
based,38
visible,38
specifies,38
resize,38
index,38
Note,38
containing,38
An,38
modes,37
row,37
allocated,37
automatically,37
virtual,37
write,37
formats,37
accurate,37
systems,37
nothing,37
channels,37
destroyed,37
One,37
device,37
time),37
way,37
>,36
port,36
vertices,36
length,36
least,36
keyboard,36
Replaces,36
Define,36
program,36
creation,36
flag,36
bug,36
etc,36
-----------------------------,36
out,36
interleaved,36
resources,36
now,36
element,36
capture,36
listener,35
Explicit,35
m[3][2],35
settings,35
Max,35
m[2][0],35
m[3][0],35
loop,35
shaders,35
m[3][1],35
processing,35
scene,35
interval,35
m[3][3],35
once,34
gtc_packing,34
another,34
wide,34
\width,\,34
Floating-Point,34
Pack,34
!=,34
Unpack,34
Windows,34
Change,34
Any,34
void,34
vector),34
match,34
swap,34
Common,34
title,33
know,33
through,33
extracted,33
8.4,33
depth,33
very,33
entity,33
base,33
init,33
build,33
8.3,33
boolean,33
equivalent,33
greater,33
1),33
\monitor,\,33
1],33
there,33
\Then,\,33
buttons,33
path,32
By,32
(for,32
network,32
Current,32
drawing,32
raw,32
contains,32
Accesses,32
every,32
list,32
again,32
\i.e.,\,32
during,31
double,31
buffers,31
Load,31
--,31
connection,31
gtx_bit,31
interface,31
half,31
8-bit,31
freed,31
yourself,31
\First,\,30
\height,\,30
`GLFW_PRESS`,30
gtc_constants,30
add,30
were,30
UTF-16,30
process,30
thus,30
generated,30
objects,30
\function,\,30
follows:,30
bound,30
...),30
0.0,30
x0,30
start,30
edge,30
field,29
0),29
basic,29
IP,29
ANSI,29
unless,29
public,29
maximum,29
avoid,29
actually,29
Binary,29
SIMD,29
When,29
assign,29
direction,29
stored,29
sure,29
work,29
>=,29
2005-12-21,29
our,28
Value,28
long,28
driver,28
disable,28
fragment,28
linear,28
over,28
compute,28
#include,28
true,28
\area,\,28
passed,28
gtx_quaternion,28
distance,28
Source,28
sample,28
center,28
As,28
Destructor,28
makes,28
C++,28
simple,27
m[2][1],27
configuration,27
@Input,27
>>,27
supports,27
action,27
cause,27
Analysis,27
f,27
discard,27
x),27
`GL_TRUE`,27
successfully,27
callback](@ref,27
\mode,\,27
timer,27
active,27
\default,\,27
sf::Texture,27
take,27
mutex,27
clipboard,27
around,27
Some,27
retrieve,26
loaded,26
describing,26
those,26
positive,26
+1),26
failed,26
<=,26
uint32,26
Window,26
since,26
resolution,26
x);,26
\(0,\,26
strings,26
core_precision,26
HTTP,26
apply,26
added,26
windows,26
\"\\,26
Size,26
High-precision,25
requires,25
case,25
\information,\,25
};,25
Angle,25
PNG,25
minimum,25
physical,25
\detail::tvec2<T,\,25
fail,25
reading,25
sent,25
Radius,25
compare,25
well,25
engine,25
FTP,25
allow,25
major,25
filename,25
test,25
JPEG,25
c,25
Index,25
encoding,25
arrow,25
Low-precision,24
total,24
regular,24
non-`NULL`,24
I,24
(Vec0[0],24
y),24
member,24
restored,24
underlying,24
move,24
never,24
bind,24
fixed,24
scroll,24
m[2][3];,24
`GL_FALSE`,24
p),24
fill,24
Reentrancy,24
colors,24
translation,24
provide,24
four,24
1x1,24
specify,24
instance,24
Medium-precision,24
necessary,24
gtx_extented_min_max,24
Vector,24
std::endl;,24
macros,24
successful,23
x.y,23
Constructors,23
radians,23
defining,23
2x3,23
i.e,23
4x3,23
back,23
present,23
note,23
All,23
m[1][0],23
images,23
4x2,23
behavior,23
Faster,23
sensor,23
refresh,23
possible,23
handling,23
m,23
retrieves,23
operation,23
Name,23
sf::Transform,23
status,23
3x4,23
limit,23
Integer,23
skip,23
3x2,23
Update,23
(e.g,23
Matrix,23
compiler,23
2x4,23
icon,23
Input,23
power,23
sockets,22
important,22
container,22
Boolean,22
Converts,22
Data,22
listener's,22
extensions,22
gtc_dual_quaternion,22
music,22
usually,22
VAO,22
1.30.08,22
doing,22
operations,22
peer,22
Draw,22
\data,\,22
Type,22
wait,22
Vertex,22
\rotation,\,22
xpos,21
glfwInit,21
stuff,21
sizes,21
HDR,21
matrices,21
page,21
\occurs,\,21
*=,21
disk,21
m[1][1],21
control,21
gtc_matrix_transform,21
negative,21
Double-precision,21
s,21
receive,21
specification),21
`GLFW_RELEASE`,21
modifiers,21
vec4,21
Unsigned,21
\windows,\,21
packed,21
map,21
followed,21
disabled,21
ypos,21
remote,21
null,21
Compute,21
attributes,21
-1,21
Loads,21
rate,21
[window,21
std::cout,21
uniform,21
5.4.1,21
release,21
converts,21
convertible,21
could,21
Because,21
Status,21
codes,21
integers,21
Signed,21
\focus,\,20
layout,20
exactly,20
replacement,20
\example,\,20
inverse,20
via,20
unique,20
blocks,20
definition,20
still,20
flags,20
GLM,20
First,20
blocking,20
rather,20
Color,20
sf::Text,20
run,20
keep,20
No,20
found,20
decode,20
else,20
byte,20
blend,20
(see,20
noise,20
whole,20
upload,20
immediately,20
(not,20
Read,20
\T,\,20
euler,20
initialization,20
P>::bool_type,20
good,19
entities,19
iterator,19
explicitly,19
transformations,19
small,19
headers,19
bar,19
repeated,19
valType>,19
arithmetic,19
language,19
update,19
threads,19
These,19
i,19
vertical,19
structure,19
Copy,19
\cursor,\,19
m[2][2],19
sf::Font,19
Texture,19
according,19
outline,19
synthetic,19
put,19
find,19
Since,19
\scale,\,19
three,19
Add,19
Opaque,19
applied,19
gtx_vec1,19
viewport,19
due,19
GLM_GTX_compatibility),19
stop,19
camera,19
changed,19
\y.x,\,18
old,18
minor,18
entire,18
style,18
intersection,18
platform-specific,18
exponent,18
requirements,18
slow,18
(in,18
GLM_FORCE_RADIANS,18
gtc,18
can't,18
GLM_STATIC_ASSERT(,18
Quaternion,18
Currently,18
updated,18
names,18
ready,18
\y-coordinate,\,18
0;,18
scaling,18
\object,\,18
factors,18
Checks,18
reported,18
volume,18
Example:,18
\value,\,18
a),18
\-1,\,18
ones,18
supported:,18
\keys,\,18
final,18
able,18
returning,18
Like,18
gtx_euler_angles,18
detail::type<valType>::is_float,18
circle,18
failure,18
+=,18
window's,18
ID,18
Retrieves,18
updatable,18
m[1][3];,18
bounding,18
(data,18
queue,18
glfwTerminate,18
----------------,18
works,18
menu,18
attached,18
detail::type<valType>::is_int,18
Min,18
face,18
Open,18
allowed,18
\x-coordinate,\,18
(or,18
[key,18
Increment,17
\texture,\,17
message,17
Make,17
takes,17
GLEW_MX,17
decrement,17
expressed,17
(!),17
Send,17
geometry,17
DLL,17
elements,17
drop,17
(from,17
2),17
Replacement,17
\enabled,\,17
p,17
features,17
destructor,17
level,17
&&,17
Trigonometry,17
accessed,17
creates,17
card,17
(use,17
.,17
drawn,17
Image,17
host,17
String,17
unchanged,17
x;,17
Initialize,17
\succeeded,\,17
square,17
much,17
leave,17
resource,17
Server,17
m[1][2],17
several,17
Z,17
platforms,17
Path,17
too,16
inputs,16
try,16
multiplied,16
Each,16
std::string,16
changes,16
disconnected,16
8.1,16
direct,16
clear,16
location,16
module,16
copied,16
\thread,\,16
wheel,16
glyphs,16
warning,16
gtc_reciprocal,16
description,16
special,16
Position,16
share,16
Once,16
angles,16
(which,16
performs,16
\Mass,\,16
errors,16
microseconds,16
remain,16
dot,16
moved,16
large,16
APIENTRY,16
sf::IpAddress,16
compile-time,16
touch,16
m[2][2];,16
existing,16
Interleaves,16
m[0][2],16
Sound,16
root,16
initial,16
commands,16
region,16
guaranteed,16
DDS,16
produce,16
m[0][1],16
m[0][0],16
real-time,16
string),16
m[0][3],16
\loadFromFile,\,16
column,16
\zero,\,16
\detail::tmat4x4<T,\,16
open,16
additional,16
resized,16
RGBA,16
having,16
chunk,16
\platforms,\,15
command,15
something,15
step,15
horizontal,15
\file,\,15
\recommanded),\,15
);,15
Sample,15
pointers,15
cube,15
emitted,15
Types,15
255,15
orientation,15
`GLFW_STICKY_MOUSE_BUTTONS`,15
extra,15
__Windows:__,15
__OS,15
selector,15
effect,15
resulting,15
Use,15
made,15
\`GLFW_CURSOR`,\,15
include,15
\detail::tquat<T,\,15
iconified,15
reader,15
blue,15
blending,15
FFFFFFFF,15
sf::Transformable,15
won't,15
\disconnected,\,15
`GLFW_STICKY_KEYS`,15
etc.),15
instantiation,15
[0,15
Float,15
machine,15
sf::Sprite,15
max,15
perform,15
limits,15
1.0f,15
\context,\,15
later,15
joysticks,15
__X11:__,15
\fails,\,15
Rotate,15
unpacked,15
X:__,15
entry,15
x.z,15
(Vec1[0],15
scrolling,15
4.4,15
cache,15
exist,15
many,15
related,15
\detail::tmat3x3<T,\,15
Result,15
sf::Color,15
\image,\,15
world,15
jpeg,14
tangent,14
unpacks,14
combine,14
BMP,14
TGA,14
\pressed,\,14
chosen,14
std::size_t,14
platform,14
Tell,14
shared,14
REG1,14
sounds,14
gamestate,14
64-bit,14
(i.e,14
protocol,14
loads,14
lost,14
GLM_GTX_matrix_major_storage,14
transpose,14
starts,14
\frame,\,14
seconds,14
Port,14
(x,14
generic,14
are:,14
\Otherwise,\,14
normal,14
32-bits,14
(if,14
occurs,14
preserved,14
shift,14
10,14
cross,14
cases,14
named,14
After,14
played,14
n,14
value),14
care,14
applications,14
\called,\,14
sf::String,14
RLE,14
fast,14
saved,14
fixed-point,14
detail::fvec4SIMD,14
keeps,14
converting,14
working,14
GPU,14
\set,\,14
\it,\,14
below,14
axes,14
destination,14
primary,14
setting,14
starting,14
sf::SoundBuffer,14
Implicit,14
gtx_transform,13
\otherwise,\,13
Builds,13
obtained,13
|=,13
hint,13
\number,\,13
\(position,\,13
play,13
render-texture,13
setPosition,13
hints,13
here,13
override,13
nearest,13
GLM_ARCH,13
transformation,13
bounds,13
export,13
elapsed,13
recommended,13
far,13
round,13
yet,13
\round(clamp(c,\,13
Mouse,13
stores,13
filter,13
GLM_PRECISION,13
ensure,13
Conversions,13
option,13
homogeneous,13
shouldn't,13
meant,13
triangle,13
fit,13
designed,13
GLM_GTX_integer,13
creating,13
us,13
users,13
\Thus,\,13
intended,13
glyph,13
\GLFW,\,13
optional,13
input;,13
addresses,13
owner,13
identifier,13
writing,13
inside,13
GLM_GTX_transform2,13
GLM_GTX_norm,12
look,12
Result;,12
NaN,12
hyperbolic,12
sf::Sound,12
anything,12
past,12
//////////////////////////////,12
window_size,12
7/30/2015,12
enable,12
number),12
advanced,12
\y.y,\,12
joy,12
Characters,12
body,12
timeout,12
US,12
Inverse,12
Dual-quaternion,12
-=,12
combined,12
input](@ref,12
monitors,12
determine,12
implement,12
whatever,12
keys),12
least-significant,12
internally,12
adds,12
*this,12
bottom,12
address),12
[modifier,12
mode),12
Note:,12
z),12
sf::Music,12
Mass,12
tell,12
we'll,12
SubFactor03,12
duration,12
four-component,12
give,12
absolute,12
Application,12
mapped,12
red,12
sticky,12
cursor_object,12
mods,12
------------------------------,12
Instance,12
Vector2,12
unit,12
\(1,\,12
SubFactor00,12
Defines,12
includes,12
Request,12
REG2,12
compressed,12
\available,\,12
T>,12
joysticks),12
[joystick](@ref,12
projection,12
textures,12
them),12
m[1][2];,12
detail::type<valType>::is_uint);,12
initialized,12
progressive,12
running,12
GLM_GTX_rotate_vector,12
there's,12
revision,12
Event,12
various,12
few,12
\creation,\,12
building,12
Receive,12
synchronization,12
updates,12
better,12
mods),12
Maximum,12
Locale,12
sign,12
Results,12
windowed,12
\functions,\,12
significand,12
fact,12
account,12
compatibility,12
SubFactor01,12
correctly,12
\memory,\,12
GLM_GTX_number_precision,12
Relational,12
fails,12
primitives,12
Vector3,12
combination,12
convenience,12
scancode,12
amount,12
wish,12
writer,12
outside,12
enabled,12
along,12
programmer,12
form,12
Memberwise,12
lowp>;,11
GLM_GTX_matrix_operation,11
times,11
real,11
pending,11
codepoint,11
smooth,11
handles,11
portable,11
mediump>;,11
assigns,11
;,11
built-in,11
drawable,11
huffman,11
Static,11
ASCII,11
class_type&,11
Activate,11
unbind,11
operating,11
regardless,11
\move,\,11
\shader,\,11
Function,11
Structure,11
Render,11
representing,11
stopped,11
lead,11
constructed,11
m[2][3],11
Base,11
They,11
C,11
declared,11
model,11
decoding,11
(and,11
\class,\,11
passing,11
text's,11
Bit,11
1);,11
Systems,11
\,\,11
trace,11
Rectangle,11
NULL,11
rendered,11
Utility,11
\angle,\,11
shape's,11
infinity,11
8.8,11
rotate,11
highp>;,11
RAM,11
reserved,11
implementations,11
performance,11
\2,\,11
Pixel,11
going,11
simply,11
thickness,11
4.8,11
depends,11
random,11
connections,11
List,11
texture),11
most-significant,11
we're,11
recorded,11
Dependencies,11
zlib,11
Second,11
typically,11
dynamic,11
gtc_half_float,11
deactivate,11
certain,11
compile,11
bit-level,11
Transform,11
\stream,\,11
require,11
(like,11
m[1][3],11
Geometric,11
loader,11
taken,11
U,11
0));,11
Functions,11
Arc,11
pitch,11
attempt,11
NEON,11
options,11
Before,11
characterSize,11
representations,10
sending,10
contain,10
destroys,10
third,10
vec2,10
therefore,10
sf::RenderWindow,10
dimensions,10
GLM_GTX_matrix_query,10
accept,10
short,10
restricted,10
\load,\,10
modify,10
numpad,10
easily,10
\connected,\,10
10000000,10
specializations,10
////////////////////,10
monitor's,10
gtx_fast_exponential,10
quaternions,10
closed,10
gtc_random,10
Height,10
connect,10
located,10
hides,10
SSE2,10
sf::Packet,10
addition,10
REG1),10
req_comp,10
especially,10
radius,10
8.5,10
Element,10
marker,10
remaining,10
conditions,10
\UTF-8,\,10
Fractional,10
represents,10
things,10
hidden,10
SubFactor02,10
sf::Image,10
overwrites,10
unavailable,10
type),10
mix,10
prevent,10
\time,\,10
(?),10
macro,10
self,10
predefined,10
appropriate,10
line,10
r,10
multiplication,10
\half,\,10
kind,10
GLM_GTX_inertia,10
gtc_ulp,10
\integers,\,10
\right,\,10
////////////////////////,10
storage,10
SOIL_FLAG_TEXTURE_REPEATS,10
SubFactor04,10
mat4,10
ulp,10
(1.0f,10
together,10
5,10
repeat,10
future,10
Calling,10
public:,10
Combine,10
((REG1,10
sf::InputSoundFile,10
assignment,10
extract,10
\bits,\,10
low-level,10
\loadFromMemory,\,10
operate,10
8.7,10
Video,10
\characters,\,10
4.3,10
performed,10
Test,10
streaming,10
scan,10
\encodings,\,10
probably,10
rect,10
hide,10
\3,\,10
green,10
true;,10
sf::Thread,10
clamp(f,10
REG2),10
compatible,10
desktop,10
hardware,10
polygon,10
((REG2,10
within,10
C.xxxx,10
reuse_texture_ID,10
finite,10
pair,10
sum,10
gtx_vector_query,10
shapes,10
x2,10
diagonal,10
0);,10
top-left,10
front,10
6,10
\events,\,10
4.5,10
transform;,10
\rectangle,\,9
properties,9
cubemap,9
8/1/2015,9
attenuation,9
\type,\,9
(this,9
[standard,9
SOIL_FLAG_COMPRESS_TO_DXT,9
identity,9
\values,\,9
incremented,9
reuse,9
holds,9
method,9
VERTEX,9
\clipboard,\,9
application's,9
GLM_GTX_optimum_pow,9
Converted,9
\*this,\,9
GLEW,9
\ID,\,9
SOIL_FLAG_MULTIPLY_ALPHA,9
User,9
sub-rectangle,9
loses,9
TCP,9
`GLFW_CURSOR_DISABLED`,9
gtx_color_space,9
cursor_pos,9
palette,9
Is,9
sf::Drawable,9
window_close,9
sf::Lock,9
[character,9
normally,9
Vec2[1],9
compiling,9
completely,9
SOIL_FLAG_INVERT_Y,9
\exist,\,9
Alt,9
transformed,9
sampleRate,9
glfwSwapBuffers,9
Requested,9
removes,9
Vec2[2],9
sf::Event,9
Width,9
describes,9
Materials,9
remains,9
EBO,9
GLM_GTX_fast_trigonometry,9
B,9
glfwGetWindowSize,9
2.0,9
SOIL_FLAG_POWER_OF_TWO,9
\format,\,9
transformable,9
fullscreen,9
overload,9
my,9
enum,9
did,9
replace,9
Alpha,9
(overwriting,9
vecType,9
triggered,9
generating,9
warnings,9
GLFW_NO_CURRENT_CONTEXT,9
false;,9
composed,9
\millimetres,\,9
(1.0,9
initialize,9
milliseconds,9
querying,9
`None`,9
\them,\,9
faster,9
Components,9
slower,9
Fill,9
modifier,9
MATERIALS,9
Initializes,9
inertia,9
Vec3[3],9
window_iconify,9
enough,9
soon,9
controls,9
destroy,9
\target,\,9
\to,\,9
glfwCreateCursor,9
__Do,9
Rotation,9
implicitly,9
speed,9
\However,\,9
Top,9
\Windows,\,9
GLU,9
Not,9
Address,9
individual,9
output;,9
Global,9
Find,9
\a,\,9
Vec3[0],9
Vec3[2],9
properly,9
t,9
Specifies,9
monitor_properties,9
often,9
Additional,9
gtx_associated_min_max,9
positions,9
particular,9
side,9
[mouse,9
monitor_monitors,9
chained,9
\words,\,9
glfwWaitEvents,9
monitor_gamma,9
Vec2[3],9
window_pos,9
SOIL_FLAG_MIPMAPS,9
Exponential,9
scalars,9
hotspot,9
Most,9
q,9
glm::vec3,9
2.5,9
System,9
Shader,9
\text,\,9
switch,9
captured,9
equation,9
manipulating,9
0-generate,9
Specialization,9
keys](@ref,9
implemented,9
usage,9
Vec2[0],9
\0-failed,\,9
locked,9
Vec3[1],9
success,9
w,9
Classic,8
subtraction,8
receives,8
Enumeration,8
PVR,8
sqrt,8
allocation,8
compares,8
GLuint,8
forth,8
\returns,\,8
GLM_MESSAGE,8
epsilon,8
\view,\,8
dimensional,8
Defined,8
fourth,8
complete,8
non-blocking,8
Control,8
Forward,8
gtc_epsilon,8
GLM_GTX_simd_quat,8
THIS,8
plane,8
\Specification,\,8
providing,8
PKM,8
units,8
restart,8
SOIL_FLAG_DDS_LOAD_DIRECT,8
ends,8
updating,8
---------------,8
GLM_GTX_std_based_type,8
smaller,8
Only,8
UDP,8
implementing,8
mapping,8
bitmap,8
4-RGBA,8
overridden,8
uncompressed,8
sf::RenderTexture,8
Bottom,8
spaces,8
onto,8
retrieved,8
\used,\,8
\queue,\,8
sphere,8
force_channels,8
let,8
\1.0f,\,8
known,8
\translate,\,8
gtc_matrix_access,8
CUDA,8
2.2,8
specifically,8
x3,8
char,8
fully,8
holding,8
Clear,8
opaque,8
entered,8
Scale,8
alive,8
gets,8
sf::Shader,8
user-defined,8
***************************************************************************,8
GLM_GTX_intersect,8
pointed,8
Terminates,8
deals,8
\pointer,\,8
processed,8
\convenience,\,8
value(s),8
_mm_mul_ss(,8
\s,\,8
memberwise,8
\2-luminous/alpha,\,8
opened,8
code:,8
report,8
\types,\,8
\false,\,8
2012-04-07,8
1));,8
Mac,8
that's,8
\directly,\,8
libraries,8
requesting,8
sf::RenderTarget,8
computer,8
\port,\,8
\rate,\,8
sf::Vector2f,8
(it,8
stride,8
\seconds,\,8
11,8
easy,8
result;,8
-1.0,8
oriented,8
N,8
compiled,8
VBO,8
constants,8
corners,8
\is,\,8
loadFromStream,8
rectangles,8
\platform,\,8
needed,8
2008-08-03,8
8.2,8
\loop,\,8
i),8
continue,8
m[2][1];,8
\vectors,\,8
GIF,8
arbitrary,8
near,8
members,8
contained,8
append,8
SubFactor05,8
-----,8
sometimes,8
Bind,8
white,8
Retrieve,8
instances,8
choice,8
GLM_GTX_simd_mat4,8
ignore,8
